Collegian Movers,(203) 283-5044,"674 Naugatuck AveMilford, CT 06461Serving Milford and surrounding area",6,bestmove.com,"",Mon-Fri 8 am - 5 pmSat 8 am - 4 pm,3.5,yelp.com/biz/collegian-movers-milford,CT
Astro Moving Inc,(203) 330-8032,"250 Bishop AveBridgeport, CT 06610",2,astromoving.net,"",Mon-Sat 8 am - 6 pmSun 8 am - 12 pm,2.5,yelp.com/biz/astro-moving-inc-bridgeport-2,CT
A-Z Moving,(212) 518-3544,"978 Kent Ave        (between Willoughby Ave & Dekalb Ave)
Brooklyn, NY 11205Serving Brooklyn and surrounding area
            Neighborhoods: Bedford Stuyvesant, Clinton Hill",9,azmovingusa.com,Accepts Credit Cards:Yes,Mon-Fri 6 am - 1 amSat 7 am - 11 pmSun 9 am - 11 pm,1.0,yelp.com/biz/a-z-moving-brooklyn,CT
Imperial Moving & Storage,(212) 879-6683,"83 Washington Pl        (at Avenue Of The Americas)
New York, NY 10011Serving New York and surrounding area
            Neighborhood: Greenwich Village",16,imperialmoving.com,Accepts Credit Cards:Yes,Mon-Sun 6 am - 11 pm,4.0,yelp.com/biz/imperial-moving-and-storage-new-york-3,CT
"Yankee Movers, Inc. Moving and Storage",(212) 920-7601,"42-13 69th StQueens, NY 11377Serving Queens and surrounding area
            Neighborhood: Woodside",4,yankeemovers.com,Accepts Credit Cards:Yes,Mon-Fri 8 am - 8 pmSat 11 am - 7 pm,2.0,yelp.com/biz/yankee-movers-inc-moving-and-storage-queens,CT
West End Moving Company and Storage Facility,(866) 520-2264,"241 Pine StBridgeport, CT 06605",2,westendmove.com,"","",2.5,yelp.com/biz/west-end-moving-company-and-storage-facility-bridgeport,CT
Bekins Triple Crown Maffucci,(631) 842-6400,"140 New HwyAmityville, NY 11701Serving Amityville and surrounding area
            Neighborhood: Town of Babylon",11,maffuccimoving.com,Accepts Credit Cards:Yes,Mon-Fri 7 am - 6 pmSat 9 am - 1 pm,2.5,yelp.com/biz/bekins-triple-crown-maffucci-amityville-2,CT
New York Great Movers,(718) 600-3482,"558 W 26 StNew York, NY 10001Serving New York and surrounding area
            Neighborhood: Chelsea",17,nycgreatmovers.com,Accepts Credit Cards:No,Mon-Sun 8 am - 9:30 pm,4.5,yelp.com/biz/new-york-great-movers-new-york,CT
Veteran Movers NYC,(347) 737-8611,"Brooklyn, NY 11211Serving Brooklyn and surrounding area",68,veteranmoversnyc.com,Accepts Credit Cards:Yes,Mon-Sun 9 am - 6 pm,5.0,yelp.com/biz/veteran-movers-nyc-brooklyn-2,CT
Value Movers,(347) 264-5143,"3110 31st AveSte 100Astoria, NY 11106Serving Astoria and surrounding area
            Neighborhood: Astoria",26,value-movers.com,Accepts Credit Cards:Yes,Mon-Sun 8 am - 11:30 pm,4.5,yelp.com/biz/value-movers-astoria-4,CT
"Moore Moving Express, Inc.",(212) 744-6683,"1531 York Ave        (between 80th St & 81st St)
New York, NY 10028Serving New York and surrounding area
            Neighborhoods: Yorkville, Upper East Side",23,mooremovingservices.com,Accepts Credit Cards:Yes,"",4.5,yelp.com/biz/moore-moving-express-inc-new-york,CT
The Super Movers,(866) 684-8983,"83 14th St        (between 3rd Ave & 2nd Ave)
New York, NY 11215Serving New York and surrounding area
            Neighborhood: Gowanus",13,thesupermovers.com,Accepts Credit Cards:Yes,Mon-Fri 9 am - 6 pm,4.0,yelp.com/biz/the-super-movers-new-york,CT
